         -10   0.00000000    
          -9  -1.25663710    
          -8   1.10714877    
          -7 -0.628318667    
          -6   1.57079637    
          -5  -4.13264104E-07
          -4  0.321750551    
          -3  0.628318548    
          -2   2.43296647    
          -1   1.25663638    
           0   0.00000000    
           1  -1.25663710    
           2   1.10714877    
           3 -0.628318667    
           4   1.57079637    
           5  -4.13264104E-07
           6  0.321750551    
           7  0.628318548    
           8   2.43296647    
           9   1.25663638    
          10   0.00000000    
          11  -1.25663710    
          12   1.10714877    
          13 -0.628318667    
          14   1.57079637    
          15  -4.13264104E-07
          16  0.321750551    
          17  0.628318548    
          18   2.43296647    
          19   1.25663638    
