   0.01571     0.00005
   0.03141    -1.00000
   0.04712    -0.00015
   0.06283     1.00000
   0.07854     0.00025
   0.09424    -1.00000
   0.10995    -0.00035
   0.12566     1.00000
   0.14137     0.00045
   0.15707    -1.00000
   0.17278    -0.00055
   0.18849     1.00000
   0.20420     0.00065
   0.21990    -1.00000
   0.23561    -0.00075
   0.25132     1.00000
   0.26703     0.00085
   0.28273    -1.00000
   0.29844    -0.00095
   0.31415     1.00000
   0.32986     0.00105
   0.34556    -1.00000
   0.36127    -0.00115
   0.37698     1.00000
   0.39269     0.00125
   0.40839    -1.00000
   0.42410    -0.00135
   0.43981     1.00000
   0.45552     0.00145
   0.47122    -1.00000
   0.48693    -0.00155
   0.50264     1.00000
   0.51835     0.00165
   0.53405    -1.00000
   0.54976    -0.00175
   0.56547     1.00000
   0.58118     0.00185
   0.59688    -1.00000
   0.61259    -0.00195
   0.62830     1.00000
   0.64401     0.00205
   0.65971    -1.00000
   0.67542    -0.00215
   0.69113     1.00000
   0.70684     0.00225
   0.72254    -1.00000
   0.73825    -0.00235
   0.75396     1.00000
   0.76967     0.00244
   0.78537    -1.00000
   0.80108    -0.00255
   0.81679     1.00000
   0.83250     0.00265
   0.84820    -1.00000
   0.86391    -0.00275
   0.87962     1.00000
   0.89533     0.00284
   0.91103    -1.00000
   0.92674    -0.00295
   0.94245     1.00000
   0.95816     0.00305
   0.97386    -1.00000
   0.98957    -0.00314
   1.00528     0.99999
   1.02099     0.00324
   1.03669    -0.99999
   1.05240    -0.00335
   1.06811     0.99999
   1.08381     0.00345
   1.09952    -0.99999
   1.11523    -0.00354
   1.13094     0.99999
   1.14664     0.00365
   1.16235    -0.99999
   1.17806    -0.00375
   1.19377     0.99999
   1.20947     0.00385
   1.22518    -0.99999
   1.24089    -0.00394
   1.25660     0.99999
   1.27230     0.00405
   1.28801    -0.99999
   1.30372    -0.00415
   1.31943     0.99999
   1.33513     0.00424
   1.35084    -0.99999
   1.36655    -0.00434
   1.38226     0.99999
   1.39796     0.00444
   1.41367    -0.99999
   1.42938    -0.00454
   1.44509     0.99999
   1.46079     0.00465
   1.47650    -0.99999
   1.49221    -0.00475
   1.50792     0.99999
   1.52362     0.00485
   1.53933    -0.99999
   1.55504    -0.00495
   1.57075     0.99999
   1.58645     0.00504
   1.60216    -0.99999
   1.61787    -0.00514
   1.63358     0.99999
   1.64928     0.00524
   1.66499    -0.99999
   1.68070    -0.00534
   1.69641     0.99999
   1.71211     0.00545
   1.72782    -0.99998
   1.74353    -0.00555
   1.75924     0.99998
   1.77494     0.00565
   1.79065    -0.99998
   1.80636    -0.00574
   1.82207     0.99998
   1.83777     0.00584
   1.85348    -0.99998
   1.86919    -0.00594
   1.88490     0.99998
   1.90060     0.00604
   1.91631    -0.99998
   1.93202    -0.00615
   1.94773     0.99998
   1.96343     0.00625
   1.97914    -0.99998
   1.99485    -0.00635
   2.01056     0.99998
   2.02626     0.00644
   2.04197    -0.99998
   2.05768    -0.00654
   2.07339     0.99998
   2.08909     0.00664
   2.10480    -0.99998
   2.12051    -0.00674
   2.13621     0.99998
   2.15192     0.00684
   2.16763    -0.99998
   2.18334    -0.00695
   2.19904     0.99998
   2.21475     0.00705
   2.23046    -0.99997
   2.24617    -0.00714
   2.26187     0.99997
   2.27758     0.00724
   2.29329    -0.99997
   2.30900    -0.00734
   2.32470     0.99997
   2.34041     0.00744
   2.35612    -0.99997
   2.37183    -0.00754
   2.38753     0.99997
   2.40324     0.00763
   2.41895    -0.99997
   2.43466    -0.00775
   2.45036     0.99997
   2.46607     0.00785
   2.48178    -0.99997
   2.49749    -0.00794
   2.51319     0.99997
   2.52890     0.00804
   2.54461    -0.99997
   2.56032    -0.00815
   2.57602     0.99997
   2.59173     0.00824
   2.60744    -0.99997
   2.62315    -0.00835
   2.63885     0.99996
   2.65456     0.00843
   2.67027    -0.99996
   2.68598    -0.00855
   2.70168     0.99996
   2.71739     0.00863
   2.73310    -0.99996
   2.74881    -0.00874
   2.76451     0.99996
   2.78022     0.00886
   2.79593    -0.99996
   2.81164    -0.00894
   2.82734     0.99996
   2.84305     0.00905
   2.85876    -0.99996
   2.87447    -0.00913
   2.89017     0.99996
   2.90588     0.00925
   2.92159    -0.99996
   2.93730    -0.00933
   2.95300     0.99996
   2.96871     0.00944
   2.98442    -0.99995
   3.00013    -0.00953
   3.01583     0.99995
   3.03154     0.00964
   3.04725    -0.99995
   3.06296    -0.00975
   3.07866     0.99995
   3.09437     0.00983
   3.11008    -0.99995
   3.12579    -0.00995
   3.14149     0.99995
   3.15720     0.01003
   3.17291    -0.99995
   3.18862    -0.01014
   3.20432     0.99995
   3.22003     0.01023
   3.23574    -0.99995
   3.25145    -0.01034
   3.26715     0.99995
   3.28286     0.01045
   3.29857    -0.99995
   3.31427    -0.01053
   3.32998     0.99994
   3.34569     0.01065
   3.36140    -0.99994
   3.37710    -0.01073
   3.39281     0.99994
   3.40852     0.01084
   3.42423    -0.99994
   3.43993    -0.01093
   3.45564     0.99994
   3.47135     0.01104
   3.48706    -0.99994
   3.50276    -0.01115
   3.51847     0.99994
   3.53418     0.01124
   3.54989    -0.99994
   3.56559    -0.01135
   3.58130     0.99994
   3.59701     0.01143
   3.61272    -0.99993
   3.62842    -0.01154
   3.64413     0.99993
   3.65984     0.01163
   3.67555    -0.99993
   3.69125    -0.01174
   3.70696     0.99993
   3.72267     0.01182
   3.73838    -0.99993
   3.75408    -0.01194
   3.76979     0.99993
   3.78550     0.01205
   3.80121    -0.99993
   3.81691    -0.01213
   3.83262     0.99993
   3.84833     0.01224
   3.86404    -0.99992
   3.87974    -0.01233
   3.89545     0.99992
   3.91116     0.01244
   3.92687    -0.99992
   3.94257    -0.01252
   3.95828     0.99992
   3.97399     0.01264
   3.98970    -0.99992
   4.00540    -0.01275
   4.02111     0.99992
